confidentiality_status,bio_data,adult_data,larval_site_data,insecticide_resistance_data,source_id,citation_doi,author,article_title,journal_title,publication_year,study_sampling_design,personal_communication,contact_authors,source_notes,country,site,latitude_1,longitude_1,latitude_2,longitude_2,latitude_3,longitude_3,latitude_4,longitude_4,latitude_5,longitude_5,latitude_6,longitude_6,latitude_7,longitude_7,latitude_8,longitude_8,confidence_in_georef,area_type,georef_source,admin_level_1,admin_level_2,site_notes,insecticide_control,control_type,itn_use,control_notes,sampling_occurrence_1,occurrence_n_1,sampling_occurrence_2,occurrence_n_2,sampling_occurrence_3,occurrence_n_3,sampling_occurrence_4,occurrence_n_4,occurrence_n_total,occurrence_notes,binary_presence,binary_absence,abundance_data_in_a_graph,month_start,month_end,year_start,year_end,season_given,season_calc,rainfall_time,season_notes,species,species_notes,species_id_1,species_id_2
NA,no,yes,no,none,1002387,10.1186/s12936-017-1971-0,Coleman,A reduction inÃ‚Â malaria transmission intensity inÃ‚Â Northern Ghana afterÃ‚Â 7Ã‚Â years ofÃ‚Â indoor residual spraying,Malaria Journal,2017,randomised controlled trials,NA,no,,ghana,Savelugu Nanton,9.7947,-0.7906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,wide area,google earth,,,,yes,combination,yes,Indoor residual spraying was carried out,HLC,NA,,NA,,NA,,NA,27648,,yes,no,no,7,12,2009,2014,cross,NA,,,gambiae complex,,morph,
NA,no,yes,no,none,1002387,10.1186/s12936-017-1971-0,Coleman,A reduction inÃ‚Â malaria transmission intensity inÃ‚Â Northern Ghana afterÃ‚Â 7Ã‚Â years ofÃ‚Â indoor residual spraying,Malaria Journal,2017,randomised controlled trials,NA,no,,ghana,Savelugu Nanton,9.7947,-0.7906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,wide area,google earth,,,,yes,combination,yes,Indoor residual spraying was carried out,HLC,NA,,NA,,NA,,NA,76,,yes,no,no,7,12,2009,2014,cross,NA,,,funestus complex,,morph,
NA,no,yes,no,none,1002387,10.1186/s12936-017-1971-0,Coleman,A reduction inÃ‚Â malaria transmission intensity inÃ‚Â Northern Ghana afterÃ‚Â 7Ã‚Â years ofÃ‚Â indoor residual spraying,Malaria Journal,2017,randomised controlled trials,NA,no,,ghana,Savelugu Nanton,9.7947,-0.7906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,wide area,google earth,,,,yes,combination,yes,Indoor residual spraying was carried out,HLC,NA,,NA,,NA,,NA,42,,yes,no,no,7,12,2009,2014,cross,NA,,,rufipes,,morph,genetic/molecular
NA,no,yes,no,none,1002387,10.1186/s12936-017-1971-0,Coleman,A reduction inÃ‚Â malaria transmission intensity inÃ‚Â Northern Ghana afterÃ‚Â 7Ã‚Â years ofÃ‚Â indoor residual spraying,Malaria Journal,2017,randomised controlled trials,NA,no,,ghana,Savelugu Nanton,9.7947,-0.7906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,wide area,google earth,,,,yes,combination,yes,Indoor residual spraying was carried out,HLC,NA,,NA,,NA,,NA,58,,yes,no,no,7,12,2009,2014,cross,NA,,,nili,,morph,genetic/molecular
NA,no,yes,no,none,1002387,10.1186/s12936-017-1971-0,Coleman,A reduction inÃ‚Â malaria transmission intensity inÃ‚Â Northern Ghana afterÃ‚Â 7Ã‚Â years ofÃ‚Â indoor residual spraying,Malaria Journal,2017,randomised controlled trials,NA,no,,ghana,Savelugu Nanton,9.7947,-0.7906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,wide area,google earth,,,,yes,combination,yes,Indoor residual spraying was carried out,HLC,NA,,NA,,NA,,NA,140,,yes,no,no,7,12,2009,2014,cross,NA,,,pharoensis,,morph,genetic/molecular
NA,yes,yes,no,none,1002387,10.1186/s12936-017-1971-0,Coleman,A reduction inÃ‚Â malaria transmission intensity inÃ‚Â Northern Ghana afterÃ‚Â 7Ã‚Â years ofÃ‚Â indoor residual spraying,Malaria Journal,2017,randomised controlled trials,NA,yes,To enquire the parity rate and monthly EIR rate per species . Table 4 provides comparisons not figures whereas table 5 the parameters are recorded for vector species(Not specific),ghana,Savelugu Nanton,9.7947,-0.7906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,wide area,google earth,,,,yes,combination,yes,Indoor residual spraying was carried out,,NA,,NA,,NA,,NA,NA,,yes,no,no,NA,NA,2009,2009,cross,NA,149.6mmyy,,gambiae complex,,morph,
NA,no,yes,no,none,1002387,10.1186/s12936-017-1971-0,Coleman,A reduction inÃ‚Â malaria transmission intensity inÃ‚Â Northern Ghana afterÃ‚Â 7Ã‚Â years ofÃ‚Â indoor residual spraying,Malaria Journal,2017,randomised controlled trials,NA,no,,ghana,Tamale metropolis,9.3844,-0.7447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,wide area,google earth,,,,yes,combination,yes,Indoor residual spraying was carried out,HLC,NA,,NA,,NA,,NA,92111,,yes,no,no,7,12,2009,2014,cross,NA,,,gambiae complex,,morph,
NA,no,yes,no,none,1002387,10.1186/s12936-017-1971-0,Coleman,A reduction inÃ‚Â malaria transmission intensity inÃ‚Â Northern Ghana afterÃ‚Â 7Ã‚Â years ofÃ‚Â indoor residual spraying,Malaria Journal,2017,randomised controlled trials,NA,no,,ghana,Tamale metropolis,9.3844,-0.7447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,wide area,google earth,,,,yes,combination,yes,Indoor residual spraying was carried out,HLC,NA,,NA,,NA,,NA,1378,,yes,no,no,7,12,2009,2014,cross,NA,,,funestus complex,,morph,
NA,no,yes,no,none,1002387,10.1186/s12936-017-1971-0,Coleman,A reduction inÃ‚Â malaria transmission intensity inÃ‚Â Northern Ghana afterÃ‚Â 7Ã‚Â years ofÃ‚Â indoor residual spraying,Malaria Journal,2017,randomised controlled trials,NA,no,,ghana,Tamale metropolis,9.3844,-0.7447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,wide area,google earth,,,,yes,combination,yes,Indoor residual spraying was carried out,HLC,NA,,NA,,NA,,NA,259,,yes,no,no,7,12,2009,2014,cross,NA,,,rufipes,,morph,genetic/molecular
NA,no,yes,no,none,1002387,10.1186/s12936-017-1971-0,Coleman,A reduction inÃ‚Â malaria transmission intensity inÃ‚Â Northern Ghana afterÃ‚Â 7Ã‚Â years ofÃ‚Â indoor residual spraying,Malaria Journal,2017,randomised controlled trials,NA,no,,ghana,Tamale metropolis,9.3844,-0.7447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,wide area,google earth,,,,yes,combination,yes,Indoor residual spraying was carried out,HLC,NA,,NA,,NA,,NA,3632,,yes,no,no,7,12,2009,2014,cross,NA,,,nili,,morph,genetic/molecular
NA,no,yes,no,none,1002387,10.1186/s12936-017-1971-0,Coleman,A reduction inÃ‚Â malaria transmission intensity inÃ‚Â Northern Ghana afterÃ‚Â 7Ã‚Â years ofÃ‚Â indoor residual spraying,Malaria Journal,2017,randomised controlled trials,NA,no,,ghana,Tamale metropolis,9.3844,-0.7447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,wide area,google earth,,,,yes,combination,yes,Indoor residual spraying was carried out,HLC,NA,,NA,,NA,,NA,484,,yes,no,no,7,12,2009,2014,cross,NA,,,pharoensis,,morph,genetic/molecular
NA,no,yes,no,none,1002400,10.1017/S0007485311000125,Charlwood,Studies on the behaviour of peridomestic and endophagic M form Anopheles gambiae from a rice growing area of Ghana,Bulletin of Entomological Research,2011,na,NA,no,,ghana,Okyereko,5.4145,-0.6042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,yes,itn,yes,,cdc-lt - indoor,7761,odour-trap,5532,,NA,,NA,13293,,yes,no,no,6,6,2009,2009,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,none,1002400,10.1017/S0007485311000125,Charlwood,Studies on the behaviour of peridomestic and endophagic M form Anopheles gambiae from a rice growing area of Ghana,Bulletin of Entomological Research,2011,na,NA,no,,ghana,Okyereko,5.4145,-0.6042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,yes,itn,yes,,cdc-lt - indoor,69,odour-trap,91,,NA,,NA,160,,yes,no,no,6,6,2009,2009,wet,NA,,,funestus,,morph,
NA,no,yes,no,none,1002400,10.1017/S0007485311000125,Charlwood,Studies on the behaviour of peridomestic and endophagic M form Anopheles gambiae from a rice growing area of Ghana,Bulletin of Entomological Research,2011,na,NA,no,,ghana,Okyereko,5.4145,-0.6042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,yes,itn,yes,,cdc-lt - indoor,130,odour-trap,48,,NA,,NA,178,,yes,no,no,6,6,2009,2009,wet,NA,,,ziemanni,,morph,
NA,no,yes,no,none,1002400,10.1017/S0007485311000125,Charlwood,Studies on the behaviour of peridomestic and endophagic M form Anopheles gambiae from a rice growing area of Ghana,Bulletin of Entomological Research,2011,na,NA,no,,ghana,Okyereko,5.4145,-0.6042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,yes,itn,yes,,cdc-lt - indoor,3,odour-trap,4,,NA,,NA,7,,yes,no,no,6,6,2009,2009,wet,NA,,,pharoensis,,morph,
NA,no,yes,no,none,1002400,10.1017/S0007485311000125,Charlwood,Studies on the behaviour of peridomestic and endophagic M form Anopheles gambiae from a rice growing area of Ghana,Bulletin of Entomological Research,2011,na,NA,no,,ghana,Okyereko,5.4145,-0.6042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,yes,itn,yes,,cdc-lt - indoor,NA,odour-trap,NA,,NA,,NA,230,,yes,no,no,6,6,2009,2009,wet,NA,,,coluzzii_gambiae_m form,,morph,genetic/molecular
NA,no,yes,no,none,1002400,10.1017/S0007485311000125,Charlwood,Studies on the behaviour of peridomestic and endophagic M form Anopheles gambiae from a rice growing area of Ghana,Bulletin of Entomological Research,2011,na,NA,no,,ghana,Okyereko,5.4145,-0.6042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,yes,itn,yes,,cdc-lt - indoor,NA,odour-trap,NA,,NA,,NA,3,,yes,no,no,6,6,2009,2009,wet,NA,,,gambiae_s form,,morph,genetic/molecular
NA,no,yes,no,none,1002400,10.1017/S0007485311000125,Charlwood,Studies on the behaviour of peridomestic and endophagic M form Anopheles gambiae from a rice growing area of Ghana,Bulletin of Entomological Research,2011,na,NA,no,,ghana,Okyereko,5.4145,-0.6042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,yes,itn,yes,,cdc-lt - indoor,NA,odour-trap,NA,,NA,,NA,1,,yes,no,no,6,6,2009,2009,wet,NA,,,gambiae_s form_m form,,morph,genetic/molecular
NA,no,yes,no,none,1002400,10.1017/S0007485311000125,Charlwood,Studies on the behaviour of peridomestic and endophagic M form Anopheles gambiae from a rice growing area of Ghana,Bulletin of Entomological Research,2011,na,NA,no,,ghana,Okyereko,5.4145,-0.6042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,yes,itn,yes,,cdc-lt - indoor,NA,odour-trap,NA,,NA,,NA,1,,yes,no,no,6,6,2009,2009,wet,NA,,,melas,,morph,genetic/molecular
NA,yes,yes,no,none,1002400,10.1017/S0007485311000125,Charlwood,Studies on the behaviour of peridomestic and endophagic M form Anopheles gambiae from a rice growing area of Ghana,Bulletin of Entomological Research,2011,na,NA,no,,ghana,Okyereko,5.4145,-0.6042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,yes,itn,yes,,,NA,,NA,,NA,,NA,NA,,yes,no,no,6,6,2009,2009,wet,NA,,,coluzzii_gambiae_m form,,morph,genetic/molecular
NA,yes,yes,no,none,1002400,10.1017/S0007485311000125,Charlwood,Studies on the behaviour of peridomestic and endophagic M form Anopheles gambiae from a rice growing area of Ghana,Bulletin of Entomological Research,2011,na,NA,no,,ghana,Okyereko,5.4145,-0.6042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,yes,itn,yes,,,NA,,NA,,NA,,NA,NA,,yes,no,no,6,6,2009,2009,wet,NA,,,coluzzii_gambiae_m form,,morph,genetic/molecular
NA,yes,yes,no,both,1002369,10.1186/1475-2875-11-232,Badolo,Three years of insecticide resistance monitoring in Anopheles gambiae in Burkina Faso: resistance on the rise?,Malaria Journal,2012,,NA,,,burkina faso,Koupela,12.1667,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,,,,,,NA,,NA,,NA,,NA,NA,,yes,no,no,7,10,2008,2008,,NA,,,arabiensis,,genetic/molecular,
NA,yes,yes,no,both,1002369,10.1186/1475-2875-11-232,Badolo,Three years of insecticide resistance monitoring in Anopheles gambiae in Burkina Faso: resistance on the rise?,Malaria Journal,2012,,NA,,,burkina faso,Koupela,12.1667,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,,,,,,NA,,NA,,NA,,NA,NA,,yes,no,no,7,10,2008,2008,,NA,,,gambiae_s form_m form,,genetic/molecular,
NA,yes,yes,no,both,1002369,10.1186/1475-2875-11-232,Badolo,Three years of insecticide resistance monitoring in Anopheles gambiae in Burkina Faso: resistance on the rise?,Malaria Journal,2012,,NA,,,burkina faso,Koupela,12.1667,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,,,,,,NA,,NA,,NA,,NA,NA,,yes,no,no,7,10,2008,2008,,NA,,,coluzzii_gambiae_m form,,genetic/molecular,
NA,yes,yes,no,both,1002369,10.1186/1475-2875-11-232,Badolo,Three years of insecticide resistance monitoring in Anopheles gambiae in Burkina Faso: resistance on the rise?,Malaria Journal,2012,,NA,,,burkina faso,Koupela,12.1667,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,,,,,,NA,,NA,,NA,,NA,NA,,yes,no,no,7,10,2008,2008,,NA,,,gambiae_s form,,genetic/molecular,
NA,yes,yes,no,both,1002369,10.1186/1475-2875-11-232,Badolo,Three years of insecticide resistance monitoring in Anopheles gambiae in Burkina Faso: resistance on the rise?,Malaria Journal,2012,,NA,,,burkina faso,Koupela,12.1667,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,,,,,,NA,,NA,,NA,,NA,NA,,yes,no,no,7,10,2009,2009,,NA,,,arabiensis,,genetic/molecular,
NA,yes,yes,no,both,1002369,10.1186/1475-2875-11-232,Badolo,Three years of insecticide resistance monitoring in Anopheles gambiae in Burkina Faso: resistance on the rise?,Malaria Journal,2012,,NA,,,burkina faso,Koupela,12.1667,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,,,,,,NA,,NA,,NA,,NA,NA,,yes,no,no,7,10,2009,2009,,NA,,,gambiae_s form_m form,,genetic/molecular,
NA,yes,yes,no,both,1002369,10.1186/1475-2875-11-232,Badolo,Three years of insecticide resistance monitoring in Anopheles gambiae in Burkina Faso: resistance on the rise?,Malaria Journal,2012,,NA,,,burkina faso,Koupela,12.1667,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,,,,,,NA,,NA,,NA,,NA,NA,,yes,no,no,7,10,2009,2009,,NA,,,coluzzii_gambiae_m form,,genetic/molecular,
NA,yes,yes,no,both,1002369,10.1186/1475-2875-11-232,Badolo,Three years of insecticide resistance monitoring in Anopheles gambiae in Burkina Faso: resistance on the rise?,Malaria Journal,2012,,NA,,,burkina faso,Koupela,12.1667,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,,,,,,NA,,NA,,NA,,NA,NA,,yes,no,no,7,10,2009,2009,,NA,,,gambiae_s form,,genetic/molecular,
NA,yes,yes,no,both,1002369,10.1186/1475-2875-11-232,Badolo,Three years of insecticide resistance monitoring in Anopheles gambiae in Burkina Faso: resistance on the rise?,Malaria Journal,2012,,NA,,,burkina faso,Koupela,12.1667,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,,,,,,NA,,NA,,NA,,NA,NA,,yes,no,no,7,10,2010,2010,,NA,,,arabiensis,,genetic/molecular,
NA,yes,yes,no,both,1002369,10.1186/1475-2875-11-232,Badolo,Three years of insecticide resistance monitoring in Anopheles gambiae in Burkina Faso: resistance on the rise?,Malaria Journal,2012,,NA,,,burkina faso,Koupela,12.1667,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,,,,,,NA,,NA,,NA,,NA,NA,,yes,no,no,7,10,2010,2010,,NA,,,gambiae_s form_m form,,genetic/molecular,
NA,yes,yes,no,both,1002369,10.1186/1475-2875-11-232,Badolo,Three years of insecticide resistance monitoring in Anopheles gambiae in Burkina Faso: resistance on the rise?,Malaria Journal,2012,,NA,,,burkina faso,Koupela,12.1667,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,,,,,,NA,,NA,,NA,,NA,NA,,yes,no,no,7,10,2010,2010,,NA,,,coluzzii_gambiae_m form,,genetic/molecular,
NA,yes,yes,no,both,1002369,10.1186/1475-2875-11-232,Badolo,Three years of insecticide resistance monitoring in Anopheles gambiae in Burkina Faso: resistance on the rise?,Malaria Journal,2012,,NA,,,burkina faso,Koupela,12.1667,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,,,,,,NA,,NA,,NA,,NA,NA,,yes,no,no,7,10,2010,2010,,NA,,,gambiae_s form,,genetic/molecular,
NA,no,yes,yes,none,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Kovie,6.5772,1.1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,56,,yes,yes,no,10,11,2011,2011,,NA,,,coluzzii_gambiae_m form,,morph,genetic/molecular
NA,no,yes,yes,none,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Kovie,6.5772,1.1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,4,,yes,yes,no,10,11,2011,2011,,NA,,,gambiae complex,,morph,genetic/molecular
NA,no,yes,yes,genotypic,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Kovie,6.5772,1.1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,NA,,yes,no,no,10,11,2011,2011,,NA,,,coluzzii_gambiae_m form,,morph,genetic/molecular
NA,no,yes,yes,genotypic,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Kovie,6.5772,1.1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,NA,,yes,no,no,10,11,2011,2011,,NA,,,gambiae_s form,,morph,genetic/molecular
NA,no,yes,yes,none,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Agoe M.cross,6.2419,1.2111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,24,,yes,yes,no,10,11,2011,2011,,NA,,,coluzzii_gambiae_m form,,morph,genetic/molecular
NA,no,yes,yes,none,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Agoe M.cross,6.2419,1.2111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,6,,yes,yes,no,10,11,2011,2011,,NA,,,gambiae complex,,morph,genetic/molecular
NA,no,yes,yes,genotypic,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Agoe M.cross,6.2419,1.2111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,NA,,yes,no,no,10,11,2011,2011,,NA,,,coluzzii_gambiae_m form,,morph,genetic/molecular
NA,no,yes,yes,genotypic,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Agoe M.cross,6.2419,1.2111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,NA,,yes,no,no,10,11,2011,2011,,NA,,,gambiae_s form,,morph,genetic/molecular
NA,no,yes,yes,none,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Lome,6.125,1.2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,85,,yes,yes,no,10,11,2011,2011,,NA,,,coluzzii_gambiae_m form,,morph,genetic/molecular
NA,no,yes,yes,none,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Lome,6.125,1.2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,20,,yes,yes,no,10,11,2011,2011,,NA,,,gambiae complex,,morph,genetic/molecular
NA,no,yes,yes,phenotypic,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Lome,6.125,1.2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,NA,,yes,no,no,10,11,2011,2011,,NA,,,coluzzii_gambiae_m form,,morph,genetic/molecular
NA,no,yes,yes,phenotypic,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Agoe M.cross,6.125,1.2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,NA,,yes,no,no,10,11,2011,2011,,NA,,,coluzzii_gambiae_m form,,morph,genetic/molecular
NA,no,yes,yes,phenotypic,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Baguida,6.125,1.2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,NA,,yes,no,no,10,11,2011,2011,,NA,,,coluzzii_gambiae_m form,,morph,genetic/molecular
NA,no,yes,yes,phenotypic,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Kovie,6.125,1.2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,NA,,yes,no,no,10,11,2011,2011,,NA,,,coluzzii_gambiae_m form,,morph,genetic/molecular
NA,no,yes,yes,phenotypic,1002384,10.1093/jme/tjz030,Ahadji-Dabla,"High Levels of Knockdown Resistance in Anopheles coluzzii and Anopheles gambiae (Diptera: Culicidae), Major Malaria Vectors in Togo, West Africa: AÃ‚Â 2011 MonitoringÃ‚Â Report",Journal of Medical Entomology,2019,na,NA,no,,togo,Kolokope,6.125,1.2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,point,paper map,,,,na,,,,larvae,NA,,NA,,NA,,NA,NA,,yes,no,no,10,11,2011,2011,,NA,,,coluzzii_gambiae_m form,,morph,genetic/molecular
